channel_id,direction,direction2,entry_points,entry_type,message_age_hours,message_id,raw_message,stop_loss,symbol,timestamp,tp1,tp2,tp3,tp4
-1001552516320,BUY,BUY,"[1.358, 1.352]",limit,4.6543413466666665,9961,"USDCAD BUY limit from 1.358 and BUY limit from 1.352
Tp1 @ 1.363 1
Tp2 @ 1.369 2
Tp3 @ 1.375 3
Tp4 @ 1.381 4
Sl    @ 1.346 ",1.346,USDCAD,2025-06-01T20:27:16+00:00,1.363,1.369,1.375,1.381
-1001552516320,SELL,SELL,"[0.616, 0.622]",limit,4.6543413466666665,9960,"NZDUSD SELL limit from 0.616 and SELL limit from 0.622
Tp1 @ 0.611 1
Tp2 @ 0.605 2
Tp3 @ 0.599 3
Tp4 @ 0.593 0
Sl    @ 0.628 ",0.628,NZDUSD,2025-06-01T20:27:16+00:00,0.611,0.605,0.599,0.593
-1001552516320,SELL,,['market'],market,4.6543413466666665,9959,"NZDJPY SELL NOW and SELL limit from 86.4
Tp1 @ 85.3 1
Tp2 @ 84.7 2
Tp3 @ 84.1 3
Tp4 @ 83.5 0
Sl    @ 87.0 ",87.0,NZDJPY,2025-06-01T20:27:16+00:00,85.3,84.7,84.1,83.5
-1001552516320,BUY,BUY,"[0.477, 0.471]",limit,4.6543413466666665,9958,"EURNZD BUY limit from 0.477 and BUY limit from 0.471
Tp1 @ 0.482 1
Tp2 @ 0.488 2
Tp3 @ 0.494 3
Tp4 @ 0.500 4
Sl    @ 0.465 ",0.465,EURNZD,2025-06-01T20:27:16+00:00,0.482,0.488,0.494,0.5
-1001552516320,SELL,SELL,"[0.499, 0.505]",limit,4.6543413466666665,9957,"NZDCHF SELL limit from 0.499 and SELL limit from 0.505
Tp1 @ 0.494 1
Tp2 @ 0.488 2
Tp3 @ 0.482 3
Tp4 @ 0.476 0
Sl    @ 0.511 ",0.511,NZDCHF,2025-06-01T20:27:16+00:00,0.494,0.488,0.482,0.476
-1001552516320,BUY,BUY,"[0.804, 0.798]",limit,4.6543413466666665,9956,"NZDCAD BUY limit from 0.804 and BUY limit from 0.798
Tp1 @ 0.809 1
Tp2 @ 0.815 2
Tp3 @ 0.821 3
Tp4 @ 0.827 4
Sl    @ 0.792 ",0.792,NZDCAD,2025-06-01T20:27:16+00:00,0.809,0.815,0.821,0.827
-1001552516320,SELL,SELL,"[0.83, 0.836]",limit,4.6543413466666665,9955,"NZDCAD SELL limit from 0.830 and SELL limit from 0.836
Tp1 @ 0.825 1
Tp2 @ 0.819 2
Tp3 @ 0.813 3
Tp4 @ 0.807 0
Sl    @ 0.842 ",0.842,NZDCAD,2025-06-01T20:27:16+00:00,0.825,0.819,0.813,0.807
-1001552516320,BUY,BUY,"[2.242, 2.236]",limit,4.6543413466666665,9954,"GBPNZD BUY limit from 2.242 and BUY limit from 2.236
Tp1 @ 2.247 1
Tp2 @ 2.253 2
Tp3 @ 2.259 3
Tp4 @ 2.265 4
Sl    @ 2.230 ",2.23,GBPNZD,2025-06-01T20:27:16+00:00,2.247,2.253,2.259,2.265
-1001552516320,BUY,BUY,"[192.3, 191.7]",limit,4.6543413466666665,9953,"GBPJPY BUY limit from 192.3 and BUY limit from 191.7
Tp1 @ 192.8 1
Tp2 @ 193.4 2
Tp3 @ 194.0 3
Tp4 @ 194.6 4
Sl    @ 191.1 ",191.1,GBPJPY,2025-06-01T20:27:16+00:00,192.8,193.4,194.0,194.6
-1001552516320,SELL,SELL,"[1.11, 1.116]",limit,4.6543413466666665,9952,"GBPCHF SELL limit from 1.110 and SELL limit from 1.116
Tp1 @ 1.105 1
Tp2 @ 1.099 2
Tp3 @ 1.093 3
Tp4 @ 1.087 0
Sl    @ 1.122 ",1.122,GBPCHF,2025-06-01T20:27:16+00:00,1.105,1.099,1.093,1.087
-1001552516320,BUY,BUY,"[1.836, 1.83]",limit,4.654619124444444,9951,"GBPCAD BUY limit from 1.836 and BUY limit from 1.830
Tp1 @ 1.841 1
Tp2 @ 1.847 2
Tp3 @ 1.853 3
Tp4 @ 1.959 4
Sl    @ 1.824 ",1.824,GBPCAD,2025-06-01T20:27:15+00:00,1.841,1.847,1.853,1.959
-1001552516320,SELL,SELL,"[1.144, 1.15]",limit,4.654619124444444,9950,"EURUSD SELL limit from 1.144 and SELL limit from 1.150
Tp1 @ 1.139 1
Tp2 @ 1.137 2
Tp3 @ 1.131 3
Tp4 @ 1.125 0
Sl    @ 1.156 ",1.156,EURUSD,2025-06-01T20:27:15+00:00,1.139,1.137,1.131,1.125
-1001552516320,SELL,SELL,"[1.92, 1.926]",limit,4.654619124444444,9949,"EURNZD SELL limit from 1.920 and SELL limit from 1.926
Tp1 @ 1.915 1
Tp2 @ 1.909 2
Tp3 @ 1.903 3
Tp4 @ 1.897 4
Sl    @ 1.932 ",1.932,EURNZD,2025-06-01T20:27:15+00:00,1.915,1.909,1.903,1.897
-1001552516320,SELL,SELL,"[0.86, 0.866]",limit,4.654619124444444,9948,"EURGBP SELL limit from 0.860 and SELL limit from 0.866
Tp1 @ 0.855 1
Tp2 @ 0.849 2
Tp3 @ 0.843 3
Tp4 @ 0.837 0
Sl    @ 0.872 ",0.872,EURGBP,2025-06-01T20:27:15+00:00,0.855,0.849,0.843,0.837
-1001552516320,BUY,BUY,"[0.832, 0.826]",limit,4.654619124444444,9947,"EURGBP BUY limit from 0.832 and BUY limit from 0.826
Tp1 @ 0.837 1
Tp2 @ 0.843 2
Tp3 @ 0.849 3
Tp4 @ 0.855 4
Sl    @ 0.820 ",0.82,EURGBP,2025-06-01T20:27:15+00:00,0.837,0.843,0.849,0.855
-1001552516320,BUY,BUY,"[162.9, 162.3]",limit,4.654619124444444,9946,"EURJPY BUY limit from 162.9 and BUY limit from 162.3
Tp1 @ 163.4 1
Tp2 @ 164.0 2
Tp3 @ 164.6 3
Tp4 @ 165.2 4
Sl    @ 161.7 ",161.7,EURJPY,2025-06-01T20:27:15+00:00,163.4,164.0,164.6,165.2
-1001552516320,BUY,BUY,"[0.922, 0.916]",limit,4.654619124444444,9945,"EURCHF BUY limit from 0.922 and BUY limit from 0.916
Tp1 @ 0.927 1
Tp2 @ 0.933 2
Tp3 @ 0.939 3
Tp4 @ 0.945 4
Sl    @ 0.910 ",0.91,EURCHF,2025-06-01T20:27:15+00:00,0.927,0.933,0.939,0.945
-1001552516320,BUY,BUY,"[1.549, 1.543]",limit,4.654619124444444,9944,"EURCAD BUY limit from 1.549 and BUY limit from 1.543
Tp1 @ 1.554 1
Tp2 @ 1.560 2
Tp3 @ 1.566 3
Tp4 @ 1.572 4
Sl    @ 1.537 ",1.537,EURCAD,2025-06-01T20:27:15+00:00,1.554,1.56,1.566,1.572
-1001552516320,BUY,BUY,"[1.752, 1.746]",limit,4.654619124444444,9943,"EURAUD BUY limit from 1.752 and BUY limit from 1.746
Tp1 @ 1.757 1
Tp2 @ 1.763 2
Tp3 @ 1.769 3
Tp4 @ 1.775 4
Sl    @ 1.740 ",1.74,EURAUD,2025-06-01T20:27:15+00:00,1.757,1.763,1.769,1.775
-1001552516320,BUY,,['market'],market,4.654619124444444,9942,"CADJPY BUY Now and BUY limit from 104.2
Tp1 @ 105.3 1
Tp2 @ 105.9 2
Tp3 @ 106.5 3
Tp4 @ 107.1 4
Sl    @ 103.6 ",103.6,CADJPY,2025-06-01T20:27:15+00:00,105.3,105.9,106.5,107.1
-1001552516320,SELL,SELL,"[0.616, 0.622]",limit,4.654619124444444,9941,"CADCHF SELL limit from 0.616 and SELL limit from 0.622
Tp1 @ 0.611 1
Tp2 @ 0.605 2
Tp3 @ 0.599 3
Tp4 @ 0.593 0
Sl    @ 0.628 ",0.628,CADCHF,2025-06-01T20:27:15+00:00,0.611,0.605,0.599,0.593
-1001552516320,SELL,SELL,"[0.544, 0.55]",limit,4.654619124444444,9940,"AUDCHF SELL limit from 0.544 and SELL limit from 0.550
Tp1 @ 0.539 1
Tp2 @ 0.533 2
Tp3 @ 0.527 3
Tp4 @ 0.521 0
Sl    @ 0.556 ",0.556,AUDCHF,2025-06-01T20:27:15+00:00,0.539,0.533,0.527,0.521
-1001552516320,BUY,BUY,"[0.522, 0.516]",limit,4.654619124444444,9939,"AUDCHF BUY limit from 0.522 and BUY limit from 0.516
Tp1 @ 0.527 1
Tp2 @ 0.533 2
Tp3 @ 0.539 3
Tp4 @ 0.545 4
Sl    @ 0.510 ",0.51,AUDCHF,2025-06-01T20:27:15+00:00,0.527,0.533,0.539,0.545
-1001552516320,BUY,BUY,"[0.862, 0.856]",limit,4.654619124444444,9938,"AUDCAD BUY limit from 0.862 and BUY limit from 0.856
Tp1 @ 0.867 1
Tp2 @ 0.873 2
Tp3 @ 0.879 3
Tp4 @ 0.885 4
Sl    @ 0.850 ",0.85,AUDCAD,2025-06-01T20:27:15+00:00,0.867,0.873,0.879,0.885
-1001552516320,SELL,SELL,"[0.89, 0.896]",limit,4.654896902222222,9937,"AUDCAD SELL limit from 0.890 and SELL limit from 0.896
Tp1 @ 0.885 1
Tp2 @ 0.879 2
Tp3 @ 0.873 3
Tp4 @ 0.867 0
Sl    @ 0.902 ",0.902,AUDCAD,2025-06-01T20:27:14+00:00,0.885,0.879,0.873,0.867
-1001552516320,SELL,SELL,"[61.6, 62.2]",limit,4.654896902222222,9936,"XTIUSD SELL limit from 61.6 and SELL limit from 62.2
Tp1 @ 61.1 1
Tp2 @ 60.5 2
Tp3 @ 59.9 3
Tp4 @ 59.3 0
Sl    @ 62.8 ",62.8,XTIUSD,2025-06-01T20:27:14+00:00,61.1,60.5,59.9,59.3
