channel_id,direction,direction2,entry_points,entry_type,message_age_hours,message_id,raw_message,stop_loss,symbol,timestamp,tp1,tp2,tp3,tp4
-1001552516320,BUY,BUY,"[0.597, 0.591]",limit,1.786960987777778,9845,"CADCHF BUY limit from 0.597 and BUY limit from 0.591
Tp1 @ 0.602 1
Tp2 @ 0.608 2
Tp3 @ 0.614 3
Tp4 @ 0.620 4
Sl    @ 0.585 ",0.585,CADCHF,2025-05-18T20:41:16+00:00,0.602,0.608,0.614,0.62
-1001552516320,BUY,BUY,"[0.621, 0.615]",limit,1.786960987777778,9844,"AUDUSD BUY limit from 0.621 and BUY limit from 0.615
Tp1 @ 0.626 1
Tp2 @ 0.632 2
Tp3 @ 0.638 3
Tp4 @ 0.644 4
Sl    @ 0.609 ",0.609,AUDUSD,2025-05-18T20:41:16+00:00,0.626,0.632,0.638,0.644
-1001552516320,BUY,BUY,"[1.084, 1.078]",limit,1.786960987777778,9843,"AUDNZD BUY limit from 1.084 and BUY limit from 1.078
Tp1 @ 1.089 1
Tp2 @ 1.095 2
Tp3 @ 1.101 3
Tp4 @ 1.107 4
Sl    @ 1.072 ",1.072,AUDNZD,2025-05-18T20:41:16+00:00,1.089,1.095,1.101,1.107
-1001552516320,SELL,SELL,"[95.3, 95.9]",limit,1.786960987777778,9842,"AUDJPY SELL limit from 95.3 and SELL limit from 95.9
Tp1 @ 94.8 1
Tp2 @ 94.2 2
Tp3 @ 93.6 3
Tp4 @ 93.0 0
Sl    @ 96.5 ",96.5,AUDJPY,2025-05-18T20:41:16+00:00,94.8,94.2,93.6,93.0
-1001552516320,SELL,SELL,"[0.547, 0.553]",limit,1.786960987777778,9841,"AUDCHF SELL limit from 0.547 and SELL limit from 0.553
Tp1 @ 0.542 1
Tp2 @ 0.536 2
Tp3 @ 0.530 3
Tp4 @ 0.524 0
Sl    @ 0.559 ",0.559,AUDCHF,2025-05-18T20:41:16+00:00,0.542,0.536,0.53,0.524
-1001552516320,BUY,BUY,"[0.526, 0.52]",limit,1.786960987777778,9840,"AUDCHF BUY limit from 0.526 and BUY limit from 0.520
Tp1 @ 0.531 1
Tp2 @ 0.537 2
Tp3 @ 0.543 3
Tp4 @ 0.549 4
Sl    @ 0.514 ",0.514,AUDCHF,2025-05-18T20:41:16+00:00,0.531,0.537,0.543,0.549
-1001552516320,BUY,,['market'],market,1.786960987777778,9839,"OIL BUY NOW and BUY limit from 61.7
Tp1 @ 62.8 1
Tp2 @ 63.4 2
Tp3 @ 64.0 3
Tp4 @ 64.6 4
Sl    @ 61.1 ",61.1,OIL,2025-05-18T20:41:16+00:00,62.8,63.4,64.0,64.6
-1001552516320,BUY,BUY,"[37100.0, 36900.0]",limit,1.786960987777778,9838,"NIKKEI BUY limit from 37100 and BUY limit from 36900
Tp1 @ 37300 1
Tp2 @ 37600 2
Tp3 @ 37900 3
Tp4 @ 38200 4
Sl    @ 36700 ",36700.0,NIKKEI,2025-05-18T20:41:16+00:00,37300.0,37600.0,37900.0,38200.0
-1001552516320,SELL,SELL,"[38300.0, 38500.0]",limit,1.7872387655555555,9837,"NIKKEI SELL limit from 38300 and SELL limit from 38500
Tp1 @ 38100 1
Tp2 @ 37800 2
Tp3 @ 37500 3
Tp4 @ 37200 0
Sl    @ 38700 ",38700.0,NIKKEI,2025-05-18T20:41:15+00:00,38100.0,37800.0,37500.0,37200.0
-1001552516320,BUY,BUY,"[23000.0, 22800.0]",limit,1.7872387655555555,9836,"DAX 40 BUY limit from 23000 and BUY limit from 22800
Tp1 @ 23200 1
Tp2 @ 23500 2
Tp3 @ 23800 3
Tp4 @ 24100 4
Sl    @ 22600 ",22600.0,DAX 40,2025-05-18T20:41:15+00:00,23200.0,23500.0,23800.0,24100.0
-1001552516320,SELL,SELL,"[21950.0, 22150.0]",limit,1.7872387655555555,9835,"US100 SELL limit from 21950 and SELL limit from 22150
Tp1 @ 21700 1
Tp2 @ 21400 2
Tp3 @ 21100 3
Tp4 @ 20800 0
Sl    @ 22400 ",22400.0,US100,2025-05-18T20:41:15+00:00,21700.0,21400.0,21100.0,20800.0
-1001552516320,BUY,BUY,"[21100.0, 20900.0]",limit,1.7872387655555555,9834,"US100 BUY limit from 21100 and BUY limit from 20900
Tp1 @ 21300 1
Tp2 @ 21600 2
Tp3 @ 21900 3
Tp4 @ 22200 4
Sl    @ 20700 ",20700.0,US100,2025-05-18T20:41:15+00:00,21300.0,21600.0,21900.0,22200.0
-1001552516320,SELL,SELL,"[3235.0, 3245.0]",limit,1.7872387655555555,9833,"GOLD SELL limit from 3235 and SELL limit from 3245
Tp1 @ 3225 1
Tp2 @ 3215 2
Tp3 @ 3205 3
Tp4 @ 3195 0
Sl    @ 3255 ",3255.0,GOLD,2025-05-18T20:41:15+00:00,3225.0,3215.0,3205.0,3195.0
-1001552516320,SELL,SELL,"[43400.0, 43600.0]",limit,1.7872387655555555,9832,"US30 SELL limit from 43400 and SELL limit from 43600
Tp1 @ 43200 1
Tp2 @ 42900 2
Tp3 @ 42600 3
Tp4 @ 42300 0
Sl    @ 43800 ",43800.0,US30,2025-05-18T20:41:15+00:00,43200.0,42900.0,42600.0,42300.0
-1001552516320,BUY,BUY,"[42150.0, 41950.0]",limit,1.7872387655555555,9831,"US30 BUY limit from 42150 and BUY limit from 41950
Tp1 @ 42400 1
Tp2 @ 42700 2
Tp3 @ 43000 3
Tp4 @ 43300 4
Sl    @ 41700 ",41700.0,US30,2025-05-18T20:41:15+00:00,42400.0,42700.0,43000.0,43300.0
